card_id,card_name,effect_id,effect_kind,verdict,changed_from_current,change_explanation,current_encoder_included,formula_key,canonical_program_kind,engine_source
1094,Bug Catching Set,card:1094:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits top-seven inspection and the shared up-to-two Grass-Pokémon/Basic-Grass-Energy selection,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3403
1095,Dangerous Laser,card:1095:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits applying both Burned and Confused to the opponent's Active,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3410
1097,Night Stretcher,card:1097:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the exact discard-to-hand Pokémon-or-Basic-Energy union,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3426
1098,Glass Trumpet,card:1098:trainer_effect:0,trainer_effect,override_dynamic,True,"the current encoder omits the own-Tera-in-play gate, up-to-two Colorless Bench targets, and one distinct Basic Energy discard attachment per target",False,trainer_05_glass_trumpet_assignments,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3432
109,Abra,card:109:ability:0,ability,override_static,True,the all-zero ability vector omits Active-only timing and shuffling this Pokémon plus all attachments into deck,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:952
109,Abra,card:109:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:956
1102,Dusk Ball,card:1102:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits bottom-seven inspection, optional Pokémon selection/reveal, and rest-to-deck shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3466
1109,Miracle Headset,card:1109:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits moving up to two Supporters from discard to hand,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3528
1113,N’s PP Up,card:1113:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the Basic Energy discard source and Benched N's Pokémon target filters,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3556
1116,Energy Switch,card:1116:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits Basic-Energy-only movement between two distinct own Pokémon,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3578
1118,Energy Retrieval,card:1118:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits moving up to two Basic Energy cards from discard to hand,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3590
1119,Energy Search,card:1119:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Basic Energy search, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3596
1120,Crushing Hammer,card:1120:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the fair coin and heads-only opposing attached-Energy discard,False,trainer_02_crushing_hammer,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3602
1121,Ultra Ball,card:1121:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the exact two-other-card hand cost and Pokémon search/reveal/shuffle,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3610
1122,Pokégear 3.0,card:1122:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits top-seven inspection, optional Supporter selection/reveal, and rest-to-deck shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3617
1123,Switch,card:1123:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the own Active/Bench switch selector,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3623
1129,Sacred Ash,card:1129:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the up-to-five Pokémon discard-to-deck movement and shuffle,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:9966
112,Munkidori,card:112:ability:0,ability,override_dynamic,True,"damage=30/heal=30 loses the shared moved amount, Darkness condition, up-to choice, and both selectors",True,pokemon_01_munkidori_adrena_brain_transfer,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:964
112,Munkidori,card:112:attack:0,attack,override_static,True,old attack tags omit Confusion,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:970
1134,Team Rocket's Transceiver,card:1134:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the combined Supporter and Team Rocket name filters, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10010
1137,Tool Scrapper,card:1137:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the shared up-to-two Tool selector across both players and owner-correct discard destinations,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10032
1139,Energy Recycler,card:1139:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits up-to-five Basic Energy discard-to-deck movement and shuffle,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10048
1141,Premium Power Pro,card:1141:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the this-turn Fighting-attacker and opponent-Active gates for +30 damage,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10060
1142,Fighting Gong,card:1142:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the exact Basic Fighting Energy-or-Basic Fighting Pokémon union, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10066
1145,Mega Signal,card:1145:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Mega Evolution Pokémon ex search, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10085
1146,Wondrous Patch,card:1146:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the Basic Psychic discard source and Psychic Bench target filters,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10091
1147,Jumbo Ice Cream,card:1147:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the damaged-Active and at-least-three-attached-Energy gate for healing 80,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10100
1152,Poké Pad,card:1152:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the non-Rule-Box Pokémon filter, reveal, hidden-deck fail-to-find allowance, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12425
1155,Survival Brace,card:1155:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the full-HP precondition, opponent-attack-damage KO replacement to 10 HP, and mandatory Tool discard",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3665
1156,Lucky Helmet,card:1156:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Active-holder damaged-by-opponent-attack trigger, even-if-KO persistence, and draw two",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3674
1158,Maximum Belt,card:1158:trainer_effect:0,trainer_effect,engine_baked,True,the existing Tool bake exactly preserves +50 damage against opposing Active Pokémon ex,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3689
1159,Hero’s Cape,card:1159:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits Hero's Cape's +100 effective maximum HP,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3696
1161,Handheld Fan,card:1161:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Active-tool-holder damaged-by-opponent-attack trigger, even-if-KO persistence, and attacker-to-opponent-Bench Energy movement",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3712
1166,Gravity Gemstone,card:1166:trainer_effect:0,trainer_effect,engine_baked,True,the existing Tool bake exactly preserves source-Active gating and +1 Retreat Cost for both Active Pokémon,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3750
1167,Deluxe Bomb,card:1167:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Active-holder damaged-by-opponent-attack trigger, even-if-KO persistence, twelve counters on the attacker, and success-gated self-discard",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3758
116,Okidogi,card:116:ability:0,ability,override_dynamic,True,"the all-zero ability vector omits the Darkness gate, +100 effective max HP, and +100 outgoing Active damage modifier",True,pokemon_05_okidogi_adrena_power,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1011
116,Okidogi,card:116:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1016
1173,Cynthia's Power Weight,card:1173:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the Cynthia's-Pokémon holder gate and +70 effective maximum HP,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10116
1174,Air Balloon,card:1174:trainer_effect:0,trainer_effect,engine_baked,True,the existing Tool bake exactly preserves -2 Retreat Cost with the normal zero floor,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10122
1175,Brave Bangle,card:1175:trainer_effect:0,trainer_effect,engine_baked,True,the existing Tool bake exactly preserves the holder/plain and opposing-Active-ex gates with +30 damage,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10128
1176,Punk Helmet,card:1176:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Darkness-holder/Active/damaged-by-opponent-attack trigger, even-if-KO persistence, and exact four counters on the attacker",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10134
117,Cornerstone Mask Ogerpon ex,card:117:ability:0,ability,override_static,True,immunity=1 loses the attacker-has-Ability and attack-damage-only boundaries,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1024
117,Cornerstone Mask Ogerpon ex,card:117:attack:0,attack,override_static,True,old tags omit all three damage-bypass rules,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1027
117,Cornerstone Mask Ogerpon ex,card:117:tera:0,tera,override_static,True,Tera Bench damage prevention is absent from the current tag blocks,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1023
1182,Boss’s Orders,card:1182:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the opponent-Bench gust selector,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3812
1184,Lana’s Aid,card:1184:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the shared up-to-three cap and exact non-Rule-Box-Pokémon/Basic-Energy discard union,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3828
1185,Explorer’s Guidance,card:1185:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits top-six inspection, exactly-two-to-hand selection when available, and discard of every remainder",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3835
1186,Eri,card:1186:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits full opponent-hand reveal and owner-selected up-to-two Item discard,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3844
1187,Morty’s Conviction,card:1187:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the one-other-card cost and draw count equal to occupied opponent Bench slots,False,trainer_04_mortys_conviction_draw,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3853
1188,Ciphermaniac’s Codebreaking,card:1188:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits arbitrary two-card deck search, intervening shuffle, and owner-chosen top-deck order",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3864
1189,Salvatore,card:1189:trainer_effect:0,trainer_effect,override_dynamic,True,"the current encoder omits exact evolves-from matching, no-Ability filter, deck evolution, shuffle, and same-turn/setup timing exception",False,trainer_03_salvatore_eligible_evolutions,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3873
1191,Kieran,card:1191:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the exclusive choice between an own switch and a this-turn +30 modifier against opposing Active Pokémon ex/V,False,,choice,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3889
1192,Carmine,card:1192:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits discard-entire-hand then draw-five and the going-first first-turn permission,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3898
1194,Colress’s Tenacity,card:1194:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits separately capped Stadium and Energy searches, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3914
1195,Janine’s Secret Art,card:1195:trainer_effect:0,trainer_effect,override_dynamic,True,"the current encoder omits up-to-two Darkness targets, per-target Basic Darkness deck attachment, shuffle, and Poison only when the Active actually receives Energy",False,trainer_05_janines_secret_art_assignments,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3923
1197,Xerosic’s Machinations,card:1197:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits opponent-selected discard-until-three,False,trainer_01_xerosic_discard_until_three,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3942
1198,Crispin,card:1198:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the up-to-two distinct Basic Energy types and the exact one-to-hand/other-to-Pokémon split,False,trainer_02_crispin_energy_assignment,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3949
119,Dreepy,card:119:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1034
119,Dreepy,card:119:attack:1,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1036
11,Mist Energy,card:11:energy_effect:0,energy_effect,override_static,True,the current encoder omits Colorless provision and damage-excluding prevention of future opposing attack effects without removing existing effects,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:71
1202,Drayton,card:1202:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits top-seven inspection, independent Pokémon and Trainer selections, reveal, and rest-to-deck shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3986
1203,Surfer,card:1203:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the own switch and success-gated draw-until-five count,False,trainer_03_surfer_draw,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3997
1204,Lisia’s Appeal,card:1204:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the opponent Basic-Bench gust and Confusion on the new Active,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4005
1205,Cyrano,card:1205:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the up-to-three Pokémon ex search, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4013
1206,Larry’s Skill,card:1206:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits discarding the entire hand and three independently capped Pokémon/Supporter/Basic-Energy searches,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4019
1208,Iris’s Fighting Spirit,card:1208:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the one-other-card discard cost and exact draw-until-six count,False,trainer_04_iriss_fighting_spirit_draw,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4030
120,Drakloak,card:120:ability:0,ability,override_static,True,"the all-zero ability vector omits private top-two inspection, choice, hand movement, and bottom-deck ordering",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1043
120,Drakloak,card:120:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1046
1210,Brock’s Scouting,card:1210:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the engine's exact branch: choose one Pokémon, then a second only when the first is Basic, yielding up to two Basic or one Evolution",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4048
1211,Black Belt’s Training,card:1211:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the this-turn opposing-Active-Pokémon-ex gate for +40 damage,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4057
1212,Cook,card:1212:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits healing 70 from the damaged own Active,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4063
1213,Judge,card:1213:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits symmetric hand replacement with four cards each,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4070
1216,Team Rocket's Ariana,card:1216:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits draw-until-five versus draw-until-eight based on every own Pokémon being Team Rocket's,False,trainer_02_team_rocket_ariana_draw,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10161
1217,Team Rocket's Archer,card:1217:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the prior-turn Team Rocket Pokémon KO gate and asymmetric 5/3 hand replacement,False,trainer_02_team_rocket_archer_activation,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10173
1218,Team Rocket's Giovanni,card:1218:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits both Team Rocket filters, own-switch-first order, and success-gated opponent gust",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10187
1219,Team Rocket's Petrel,card:1219:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Trainer-card deck search, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10196
121,Dragapult ex,card:121:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1054
121,Dragapult ex,card:121:attack:1,attack,override_static,True,counter_snipe=60 loses exact six-counter units and arbitrary distribution across any number of opposing Benched Pokémon,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1056
121,Dragapult ex,card:121:tera:0,tera,override_static,True,Tera Bench damage prevention is absent from the current tag blocks,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1053
1220,Team Rocket's Proton,card:1220:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the up-to-three Basic Team Rocket's Pokémon search and the explicit first-player first-turn permission,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10202
1223,Harlequin,card:1223:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits both-hand replacement and the exact fair-coin 5/3 versus 3/5 distribution,False,trainer_04_harlequin_draw_distribution,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10224
1224,Cheren,card:1224:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits drawing three cards,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10241
1225,Hilda,card:1225:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the separately capped Evolution-Pokémon and Energy searches, reveal, and shared shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10247
1227,Lillie's Determination,card:1227:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits hand replacement and the exact-six-Prizes 8-versus-6 draw branch,False,trainer_01_lillies_determination_draw,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10266
1228,Acerola's Mischief,card:1228:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the opponent-two-or-fewer-Prizes gate, any-own-Pokémon selector, ex-only attacker filter, and next-turn damage-and-effects prevention",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10277
1229,Wally's Compassion,card:1229:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits full healing of one damaged own Mega Evolution Pokémon ex and the heal-success-gated all-Energy return,False,trainer_02_wallys_compassion,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10284
122,Tatsugiri,card:122:ability:0,ability,override_static,True,"the all-zero ability vector omits Active-only top-six inspection, optional Supporter selection/reveal, hand movement, and shuffle",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1063
122,Tatsugiri,card:122:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1066
1231,Dawn,card:1231:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits three independent stage-filtered searches, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10304
1235,Waitress,card:1235:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits top-six inspection, optional Basic Energy attachment to any own Pokémon, and rest-to-deck shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12479
1236,Urbain,card:1236:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits drawing three cards,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12490
1238,Tarragon,card:1238:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the shared up-to-four cap and exact Fighting-Pokémon/Basic-Fighting-Energy discard union,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12496
1240,Rosa's Encouragement,card:1240:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the more-Prizes-remaining gate and up-to-two Basic Energy discard attachment to one own Stage 2,False,trainer_04_rosas_encouragement,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12510
1242,Community Center,card:1242:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits once-per-turn Supporter-history-gated healing of 10 from every own Pokémon,False,trainer_03_community_center_healing,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4081
